Episode,Scenario,Reward,Steps,Success,Collision,RepeatFailure,CorrectReject,FalseReject,RecoverySuccess
979,rough_terrain,-1.03,1,False,False,False,False,True,False
980,rough_terrain,-1.03,1,False,False,False,False,True,False
981,repeat_failure,1.97,1,True,False,False,True,False,False
982,post_collision,-13.061,2,True,False,False,True,False,False
983,post_collision,-11.849,2,True,False,False,True,False,False
984,entrance_misclassification,1.97,1,True,False,False,True,False,False
985,pedestrian,1.97,1,True,False,False,True,False,False
986,dynamic_obstacle,-1.03,1,False,False,False,False,True,False
987,post_collision,9.1448,1,True,False,False,False,False,False
988,repeat_failure,1.97,1,True,False,False,True,False,False
989,repeat_failure,1.97,1,True,False,False,True,False,False
990,entrance_misclassification,-9.0484,2,True,False,False,True,False,False
991,dynamic_obstacle,-1.03,1,False,False,False,False,True,False
992,repeat_failure,1.97,1,True,False,False,True,False,False
993,dynamic_obstacle,1.97,1,True,False,False,True,False,False
994,repeat_failure,1.97,1,True,False,False,True,False,False
995,pedestrian,-8.9857,2,True,False,False,True,False,False
996,repeat_failure,1.97,1,True,False,False,True,False,False
997,rough_terrain,-10.139,2,True,False,False,True,False,False
998,dynamic_obstacle,8.9531,1,True,False,False,False,False,False
999,entrance_misclassification,-8.622,2,True,False,False,True,False,False
