Suite,Variant,Seed,Mission,Attempt,TrajectoryType,Planned,Executable,Collision,UsedFailedPassage,Replans,WaitSteps,TimeSteps,PathLength,MinClearance,PredictionMAE,MeanRiskRadius,ExpandedStates,MeanPlanningTime,TotalCost
dataset-hidden-blockage,RTEB proxy,2,2,1,"(233, 383)",True,False,True,True,0,0,0,122.527,0,0.0,0.0,0,1.1273,222.527
dataset-hidden-blockage,RTEB proxy,2,2,2,"(233, 383)",True,False,True,True,1,0,0,122.527,0,0.0,0.0,0,1.1261,227.527
dataset-hidden-blockage,RTEB proxy + failure memory,2,2,1,"(233, 383)",True,False,True,True,0,0,0,122.527,0,0.0,0.0,0,1.1266,222.527
dataset-hidden-blockage,RTEB proxy + failure memory,2,2,2,"(233, 383)",True,True,False,False,1,0,0,148.853,0,0.0,0.0,0,1.8962,153.853
dataset-hidden-blockage,Ours full,2,2,1,"(233, 383)",True,False,True,True,0,0,0,122.527,0,0.0,0.0,0,0.9055,222.527
dataset-hidden-blockage,Ours full,2,2,2,"(233, 383)",True,True,False,False,1,0,0,150.61,0,0.0,0.0,0,1.6366,155.61
dataset-hidden-blockage,RPP proxy,3,3,1,"(277, 161)",True,False,True,True,0,0,0,120.811,0,0.0,0.0,0,0.0361,220.811
dataset-hidden-blockage,RPP proxy,3,3,2,"(277, 161)",True,False,True,True,1,0,0,120.811,0,0.0,0.0,0,0.0351,225.811
dataset-hidden-blockage,RPP proxy + random retry,3,3,1,"(277, 161)",True,False,True,True,0,0,0,120.811,0,0.0,0.0,0,0.035,220.811
dataset-hidden-blockage,RPP proxy + random retry,3,3,2,"(277, 161)",True,False,True,True,1,0,0,120.811,0,0.0,0.0,0,0.0359,225.811
dataset-hidden-blockage,RPP proxy + failure memory,3,3,1,"(277, 161)",True,False,True,True,0,0,0,120.811,0,0.0,0.0,0,0.0352,220.811
dataset-hidden-blockage,RPP proxy + failure memory,3,3,2,"(277, 161)",True,True,False,False,1,0,0,120.811,0,0.0,0.0,0,0.0345,125.811
dataset-hidden-blockage,ATR proxy,3,3,1,"(277, 161)",True,True,False,False,0,0,0,121.397,0,0.0,0.0,0,0.0409,121.397
dataset-hidden-blockage,ATR proxy + failure memory,3,3,1,"(277, 161)",True,True,False,False,0,0,0,121.397,0,0.0,0.0,0,0.0407,121.397
dataset-hidden-blockage,DDP proxy,3,3,1,"(277, 161)",True,False,True,True,0,0,0,121.983,0,0.0,0.0,0,0.2071,221.983
dataset-hidden-blockage,DDP proxy,3,3,2,"(277, 161)",True,False,True,True,1,0,0,121.983,0,0.0,0.0,0,0.2058,226.983
dataset-hidden-blockage,DDP proxy + failure memory,3,3,1,"(277, 161)",True,False,True,True,0,0,0,121.983,0,0.0,0.0,0,0.2064,221.983
dataset-hidden-blockage,DDP proxy + failure memory,3,3,2,"(277, 161)",True,True,False,False,1,0,0,121.983,0,0.0,0.0,0,0.2066,126.983
dataset-hidden-blockage,RTEB proxy,3,3,1,"(277, 161)",True,True,False,False,0,0,0,121.397,0,0.0,0.0,0,1.1446,121.397
dataset-hidden-blockage,RTEB proxy + failure memory,3,3,1,"(277, 161)",True,True,False,False,0,0,0,121.397,0,0.0,0.0,0,1.1391,121.397
dataset-hidden-blockage,Ours full,3,3,1,"(277, 161)",True,False,True,True,0,0,0,121.983,0,0.0,0.0,0,0.8644,221.983
dataset-hidden-blockage,Ours full,3,3,2,"(277, 161)",True,True,False,False,1,0,0,121.983,0,0.0,0.0,0,0.8644,126.983
dataset-hidden-blockage,RPP proxy,4,4,1,"(26, 63)",True,False,True,True,0,0,0,120.64,0,0.0,0.0,0,0.0404,220.64
dataset-hidden-blockage,RPP proxy,4,4,2,"(26, 63)",True,False,True,True,1,0,0,120.64,0,0.0,0.0,0,0.0394,225.64
dataset-hidden-blockage,RPP proxy + random retry,4,4,1,"(26, 63)",True,False,True,True,0,0,0,120.64,0,0.0,0.0,0,0.039,220.64
dataset-hidden-blockage,RPP proxy + random retry,4,4,2,"(26, 63)",True,False,True,True,1,0,0,120.64,0,0.0,0.0,0,0.0395,225.64
dataset-hidden-blockage,RPP proxy + failure memory,4,4,1,"(26, 63)",True,False,True,True,0,0,0,120.64,0,0.0,0.0,0,0.0384,220.64
dataset-hidden-blockage,RPP proxy + failure memory,4,4,2,"(26, 63)",True,True,False,False,1,0,0,124.74,0,0.0,0.0,0,0.0366,129.74
dataset-hidden-blockage,ATR proxy,4,4,1,"(26, 63)",True,False,True,True,0,0,0,121.225,0,0.0,0.0,0,0.0462,221.225
dataset-hidden-blockage,ATR proxy,4,4,2,"(26, 63)",True,False,True,True,1,0,0,121.225,0,0.0,0.0,0,0.0462,226.225
dataset-hidden-blockage,ATR proxy + failure memory,4,4,1,"(26, 63)",True,False,True,True,0,0,0,121.225,0,0.0,0.0,0,0.0465,221.225
dataset-hidden-blockage,ATR proxy + failure memory,4,4,2,"(26, 63)",True,True,False,False,1,0,0,124.74,0,0.0,0.0,0,0.0465,129.74
dataset-hidden-blockage,DDP proxy,4,4,1,"(26, 63)",True,False,True,True,0,0,0,120.344,0,0.0,0.0,0,0.1586,220.344
dataset-hidden-blockage,DDP proxy,4,4,2,"(26, 63)",True,False,True,True,1,0,0,120.344,0,0.0,0.0,0,0.1577,225.344
dataset-hidden-blockage,DDP proxy + failure memory,4,4,1,"(26, 63)",True,False,True,True,0,0,0,120.344,0,0.0,0.0,0,0.159,220.344
dataset-hidden-blockage,DDP proxy + failure memory,4,4,2,"(26, 63)",True,True,False,False,1,0,0,125.326,0,0.0,0.0,0,0.2225,130.326
dataset-hidden-blockage,RTEB proxy,4,4,1,"(26, 63)",True,False,True,True,0,0,0,121.225,0,0.0,0.0,0,1.0426,221.225
dataset-hidden-blockage,RTEB proxy,4,4,2,"(26, 63)",True,False,True,True,1,0,0,121.225,0,0.0,0.0,0,1.033,226.225
dataset-hidden-blockage,RTEB proxy + failure memory,4,4,1,"(26, 63)",True,False,True,True,0,0,0,121.225,0,0.0,0.0,0,1.0416,221.225
dataset-hidden-blockage,RTEB proxy + failure memory,4,4,2,"(26, 63)",True,True,False,False,1,0,0,124.74,0,0.0,0.0,0,1.1228,129.74
dataset-hidden-blockage,Ours full,4,4,1,"(26, 63)",True,False,True,True,0,0,0,121.811,0,0.0,0.0,0,0.7715,221.811
dataset-hidden-blockage,Ours full,4,4,2,"(26, 63)",True,True,False,False,1,0,0,125.326,0,0.0,0.0,0,0.9263,130.326
