Variant,Batch,Task,Attempt,Start,Goal,SafeOpeningStart,Executable,UsedShortPassage,Length,RememberedCells
Clearance-aware A*,5,1,1,"(5, 9)","(44, 6)",17,False,True,40.243,0
Clearance-aware A*,5,1,2,"(5, 9)","(44, 6)",17,False,True,40.243,0
Clearance-aware A*,5,2,1,"(5, 9)","(44, 9)",16,False,True,40.657,0
Clearance-aware A*,5,2,2,"(5, 9)","(44, 9)",16,False,True,40.657,0
Clearance-aware A*,5,3,1,"(5, 8)","(44, 5)",17,False,True,40.243,0
Clearance-aware A*,5,3,2,"(5, 8)","(44, 5)",17,False,True,40.243,0
Clearance-aware A*,5,4,1,"(5, 8)","(44, 7)",17,False,True,39.414,0
Clearance-aware A*,5,4,2,"(5, 8)","(44, 7)",17,False,True,39.414,0
Clearance-aware A*,5,5,1,"(5, 6)","(44, 7)",15,False,True,39.414,0
Clearance-aware A*,5,5,2,"(5, 6)","(44, 7)",15,False,True,39.414,0
Clearance-aware A*,6,1,1,"(5, 6)","(44, 6)",15,False,True,39.828,0
Clearance-aware A*,6,1,2,"(5, 6)","(44, 6)",15,False,True,39.828,0
Clearance-aware A*,6,2,1,"(5, 9)","(44, 7)",16,False,True,39.828,0
Clearance-aware A*,6,2,2,"(5, 9)","(44, 7)",16,False,True,39.828,0
Clearance-aware A*,6,3,1,"(5, 5)","(44, 5)",17,False,True,40.657,0
Clearance-aware A*,6,3,2,"(5, 5)","(44, 5)",17,False,True,40.657,0
Clearance-aware A*,6,4,1,"(5, 6)","(44, 6)",15,False,True,39.828,0
Clearance-aware A*,6,4,2,"(5, 6)","(44, 6)",15,False,True,39.828,0
Clearance-aware A*,6,5,1,"(5, 5)","(44, 9)",17,False,True,40.657,0
Clearance-aware A*,6,5,2,"(5, 5)","(44, 9)",17,False,True,40.657,0
Clearance-aware A*,7,1,1,"(5, 8)","(44, 9)",16,False,True,40.243,0
Clearance-aware A*,7,1,2,"(5, 8)","(44, 9)",16,False,True,40.243,0
Clearance-aware A*,7,2,1,"(5, 9)","(44, 6)",15,False,True,40.243,0
Clearance-aware A*,7,2,2,"(5, 9)","(44, 6)",15,False,True,40.243,0
Clearance-aware A*,7,3,1,"(5, 9)","(44, 8)",17,False,True,40.243,0
Clearance-aware A*,7,3,2,"(5, 9)","(44, 8)",17,False,True,40.243,0
Clearance-aware A*,7,4,1,"(5, 7)","(44, 8)",16,False,True,39.414,0
Clearance-aware A*,7,4,2,"(5, 7)","(44, 8)",16,False,True,39.414,0
Clearance-aware A*,7,5,1,"(5, 7)","(44, 5)",16,False,True,39.828,0
Clearance-aware A*,7,5,2,"(5, 7)","(44, 5)",16,False,True,39.828,0
Clearance-aware A*,8,1,1,"(5, 9)","(44, 5)",16,False,True,40.657,0
Clearance-aware A*,8,1,2,"(5, 9)","(44, 5)",16,False,True,40.657,0
Clearance-aware A*,8,2,1,"(5, 9)","(44, 7)",15,False,True,39.828,0
Clearance-aware A*,8,2,2,"(5, 9)","(44, 7)",15,False,True,39.828,0
Clearance-aware A*,8,3,1,"(5, 6)","(44, 5)",17,False,True,40.243,0
Clearance-aware A*,8,3,2,"(5, 6)","(44, 5)",17,False,True,40.243,0
Clearance-aware A*,8,4,1,"(5, 7)","(44, 5)",17,False,True,39.828,0
Clearance-aware A*,8,4,2,"(5, 7)","(44, 5)",17,False,True,39.828,0
Clearance-aware A*,8,5,1,"(5, 6)","(44, 7)",15,False,True,39.414,0
Clearance-aware A*,8,5,2,"(5, 6)","(44, 7)",15,False,True,39.414,0
Clearance-aware A*,9,1,1,"(5, 7)","(44, 8)",15,False,True,39.414,0
Clearance-aware A*,9,1,2,"(5, 7)","(44, 8)",15,False,True,39.414,0
Clearance-aware A*,9,2,1,"(5, 5)","(44, 6)",17,False,True,40.243,0
Clearance-aware A*,9,2,2,"(5, 5)","(44, 6)",17,False,True,40.243,0
Clearance-aware A*,9,3,1,"(5, 6)","(44, 5)",17,False,True,40.243,0
Clearance-aware A*,9,3,2,"(5, 6)","(44, 5)",17,False,True,40.243,0
Clearance-aware A*,9,4,1,"(5, 9)","(44, 9)",17,False,True,40.657,0
Clearance-aware A*,9,4,2,"(5, 9)","(44, 9)",17,False,True,40.657,0
Clearance-aware A*,9,5,1,"(5, 5)","(44, 5)",15,False,True,40.657,0
Clearance-aware A*,9,5,2,"(5, 5)","(44, 5)",15,False,True,40.657,0
Clearance-aware A*,10,1,1,"(5, 6)","(44, 9)",17,False,True,40.243,0
Clearance-aware A*,10,1,2,"(5, 6)","(44, 9)",17,False,True,40.243,0
Clearance-aware A*,10,2,1,"(5, 5)","(44, 8)",15,False,True,40.243,0
Clearance-aware A*,10,2,2,"(5, 5)","(44, 8)",15,False,True,40.243,0
Clearance-aware A*,10,3,1,"(5, 7)","(44, 5)",15,False,True,39.828,0
Clearance-aware A*,10,3,2,"(5, 7)","(44, 5)",15,False,True,39.828,0
Clearance-aware A*,10,4,1,"(5, 9)","(44, 5)",15,False,True,40.657,0
Clearance-aware A*,10,4,2,"(5, 9)","(44, 5)",15,False,True,40.657,0
Clearance-aware A*,10,5,1,"(5, 6)","(44, 5)",16,False,True,40.243,0
Clearance-aware A*,10,5,2,"(5, 6)","(44, 5)",16,False,True,40.243,0
Clearance-aware A*,11,1,1,"(5, 6)","(44, 5)",17,False,True,40.243,0
Clearance-aware A*,11,1,2,"(5, 6)","(44, 5)",17,False,True,40.243,0
Clearance-aware A*,11,2,1,"(5, 5)","(44, 9)",16,False,True,40.657,0
Clearance-aware A*,11,2,2,"(5, 5)","(44, 9)",16,False,True,40.657,0
Clearance-aware A*,11,3,1,"(5, 9)","(44, 5)",16,False,True,40.657,0
Clearance-aware A*,11,3,2,"(5, 9)","(44, 5)",16,False,True,40.657,0
Clearance-aware A*,11,4,1,"(5, 5)","(44, 6)",15,False,True,40.243,0
Clearance-aware A*,11,4,2,"(5, 5)","(44, 6)",15,False,True,40.243,0
Clearance-aware A*,11,5,1,"(5, 7)","(44, 7)",16,False,True,39.0,0
Clearance-aware A*,11,5,2,"(5, 7)","(44, 7)",16,False,True,39.0,0
Clearance-aware A*,12,1,1,"(5, 6)","(44, 5)",17,False,True,40.243,0
Clearance-aware A*,12,1,2,"(5, 6)","(44, 5)",17,False,True,40.243,0
Clearance-aware A*,12,2,1,"(5, 8)","(44, 5)",17,False,True,40.243,0
Clearance-aware A*,12,2,2,"(5, 8)","(44, 5)",17,False,True,40.243,0
Clearance-aware A*,12,3,1,"(5, 5)","(44, 8)",15,False,True,40.243,0
Clearance-aware A*,12,3,2,"(5, 5)","(44, 8)",15,False,True,40.243,0
Clearance-aware A*,12,4,1,"(5, 7)","(44, 7)",17,False,True,39.0,0
Clearance-aware A*,12,4,2,"(5, 7)","(44, 7)",17,False,True,39.0,0
Clearance-aware A*,12,5,1,"(5, 8)","(44, 9)",15,False,True,40.243,0
Clearance-aware A*,12,5,2,"(5, 8)","(44, 9)",15,False,True,40.243,0
Clearance-aware A*,13,1,1,"(5, 6)","(44, 5)",17,False,True,40.243,0
Clearance-aware A*,13,1,2,"(5, 6)","(44, 5)",17,False,True,40.243,0
Clearance-aware A*,13,2,1,"(5, 6)","(44, 6)",16,False,True,39.828,0
Clearance-aware A*,13,2,2,"(5, 6)","(44, 6)",16,False,True,39.828,0
Clearance-aware A*,13,3,1,"(5, 9)","(44, 7)",15,False,True,39.828,0
Clearance-aware A*,13,3,2,"(5, 9)","(44, 7)",15,False,True,39.828,0
Clearance-aware A*,13,4,1,"(5, 9)","(44, 8)",17,False,True,40.243,0
Clearance-aware A*,13,4,2,"(5, 9)","(44, 8)",17,False,True,40.243,0
Clearance-aware A*,13,5,1,"(5, 6)","(44, 5)",16,False,True,40.243,0
Clearance-aware A*,13,5,2,"(5, 6)","(44, 5)",16,False,True,40.243,0
Clearance-aware A*,14,1,1,"(5, 8)","(44, 9)",17,False,True,40.243,0
Clearance-aware A*,14,1,2,"(5, 8)","(44, 9)",17,False,True,40.243,0
Clearance-aware A*,14,2,1,"(5, 7)","(44, 7)",16,False,True,39.0,0
Clearance-aware A*,14,2,2,"(5, 7)","(44, 7)",16,False,True,39.0,0
Clearance-aware A*,14,3,1,"(5, 7)","(44, 6)",17,False,True,39.414,0
Clearance-aware A*,14,3,2,"(5, 7)","(44, 6)",17,False,True,39.414,0
Clearance-aware A*,14,4,1,"(5, 5)","(44, 8)",17,False,True,40.243,0
Clearance-aware A*,14,4,2,"(5, 5)","(44, 8)",17,False,True,40.243,0
Clearance-aware A*,14,5,1,"(5, 5)","(44, 7)",17,False,True,39.828,0
Clearance-aware A*,14,5,2,"(5, 5)","(44, 7)",17,False,True,39.828,0
Clearance-aware A*,15,1,1,"(5, 5)","(44, 9)",16,False,True,40.657,0
Clearance-aware A*,15,1,2,"(5, 5)","(44, 9)",16,False,True,40.657,0
Clearance-aware A*,15,2,1,"(5, 6)","(44, 6)",16,False,True,39.828,0
Clearance-aware A*,15,2,2,"(5, 6)","(44, 6)",16,False,True,39.828,0
Clearance-aware A*,15,3,1,"(5, 7)","(44, 9)",16,False,True,39.828,0
Clearance-aware A*,15,3,2,"(5, 7)","(44, 9)",16,False,True,39.828,0
Clearance-aware A*,15,4,1,"(5, 7)","(44, 9)",17,False,True,39.828,0
Clearance-aware A*,15,4,2,"(5, 7)","(44, 9)",17,False,True,39.828,0
Clearance-aware A*,15,5,1,"(5, 9)","(44, 6)",17,False,True,40.243,0
Clearance-aware A*,15,5,2,"(5, 9)","(44, 6)",17,False,True,40.243,0
Clearance-aware A*,16,1,1,"(5, 7)","(44, 8)",17,False,True,39.414,0
Clearance-aware A*,16,1,2,"(5, 7)","(44, 8)",17,False,True,39.414,0
Clearance-aware A*,16,2,1,"(5, 8)","(44, 5)",15,False,True,40.243,0
Clearance-aware A*,16,2,2,"(5, 8)","(44, 5)",15,False,True,40.243,0
Clearance-aware A*,16,3,1,"(5, 9)","(44, 6)",17,False,True,40.243,0
Clearance-aware A*,16,3,2,"(5, 9)","(44, 6)",17,False,True,40.243,0
Clearance-aware A*,16,4,1,"(5, 7)","(44, 6)",15,False,True,39.414,0
Clearance-aware A*,16,4,2,"(5, 7)","(44, 6)",15,False,True,39.414,0
Clearance-aware A*,16,5,1,"(5, 6)","(44, 8)",16,False,True,39.828,0
Clearance-aware A*,16,5,2,"(5, 6)","(44, 8)",16,False,True,39.828,0
Clearance-aware A*,17,1,1,"(5, 9)","(44, 8)",15,False,True,40.243,0
Clearance-aware A*,17,1,2,"(5, 9)","(44, 8)",15,False,True,40.243,0
Clearance-aware A*,17,2,1,"(5, 8)","(44, 9)",16,False,True,40.243,0
Clearance-aware A*,17,2,2,"(5, 8)","(44, 9)",16,False,True,40.243,0
Clearance-aware A*,17,3,1,"(5, 5)","(44, 6)",16,False,True,40.243,0
Clearance-aware A*,17,3,2,"(5, 5)","(44, 6)",16,False,True,40.243,0
Clearance-aware A*,17,4,1,"(5, 5)","(44, 7)",17,False,True,39.828,0
Clearance-aware A*,17,4,2,"(5, 5)","(44, 7)",17,False,True,39.828,0
Clearance-aware A*,17,5,1,"(5, 6)","(44, 8)",17,False,True,39.828,0
Clearance-aware A*,17,5,2,"(5, 6)","(44, 8)",17,False,True,39.828,0
Clearance-aware A*,18,1,1,"(5, 8)","(44, 9)",17,False,True,40.243,0
Clearance-aware A*,18,1,2,"(5, 8)","(44, 9)",17,False,True,40.243,0
Clearance-aware A*,18,2,1,"(5, 5)","(44, 5)",16,False,True,40.657,0
Clearance-aware A*,18,2,2,"(5, 5)","(44, 5)",16,False,True,40.657,0
Clearance-aware A*,18,3,1,"(5, 7)","(44, 7)",16,False,True,39.0,0
Clearance-aware A*,18,3,2,"(5, 7)","(44, 7)",16,False,True,39.0,0
Clearance-aware A*,18,4,1,"(5, 5)","(44, 8)",15,False,True,40.243,0
Clearance-aware A*,18,4,2,"(5, 5)","(44, 8)",15,False,True,40.243,0
Clearance-aware A*,18,5,1,"(5, 9)","(44, 5)",17,False,True,40.657,0
Clearance-aware A*,18,5,2,"(5, 9)","(44, 5)",17,False,True,40.657,0
Clearance-aware A*,19,1,1,"(5, 6)","(44, 5)",16,False,True,40.243,0
Clearance-aware A*,19,1,2,"(5, 6)","(44, 5)",16,False,True,40.243,0
Clearance-aware A*,19,2,1,"(5, 8)","(44, 7)",15,False,True,39.414,0
Clearance-aware A*,19,2,2,"(5, 8)","(44, 7)",15,False,True,39.414,0
Clearance-aware A*,19,3,1,"(5, 6)","(44, 5)",17,False,True,40.243,0
Clearance-aware A*,19,3,2,"(5, 6)","(44, 5)",17,False,True,40.243,0
Clearance-aware A*,19,4,1,"(5, 5)","(44, 9)",17,False,True,40.657,0
Clearance-aware A*,19,4,2,"(5, 5)","(44, 9)",17,False,True,40.657,0
Clearance-aware A*,19,5,1,"(5, 5)","(44, 6)",15,False,True,40.243,0
Clearance-aware A*,19,5,2,"(5, 5)","(44, 6)",15,False,True,40.243,0
Clearance-aware A*,20,1,1,"(5, 9)","(44, 6)",16,False,True,40.243,0
Clearance-aware A*,20,1,2,"(5, 9)","(44, 6)",16,False,True,40.243,0
Clearance-aware A*,20,2,1,"(5, 7)","(44, 6)",15,False,True,39.414,0
Clearance-aware A*,20,2,2,"(5, 7)","(44, 6)",15,False,True,39.414,0
Clearance-aware A*,20,3,1,"(5, 8)","(44, 8)",17,False,True,39.828,0
Clearance-aware A*,20,3,2,"(5, 8)","(44, 8)",17,False,True,39.828,0
Clearance-aware A*,20,4,1,"(5, 5)","(44, 5)",16,False,True,40.657,0
Clearance-aware A*,20,4,2,"(5, 5)","(44, 5)",16,False,True,40.657,0
Clearance-aware A*,20,5,1,"(5, 8)","(44, 5)",16,False,True,40.243,0
Clearance-aware A*,20,5,2,"(5, 8)","(44, 5)",16,False,True,40.243,0
Clearance-aware A*,21,1,1,"(5, 6)","(44, 9)",17,False,True,40.243,0
Clearance-aware A*,21,1,2,"(5, 6)","(44, 9)",17,False,True,40.243,0
Clearance-aware A*,21,2,1,"(5, 7)","(44, 5)",15,False,True,39.828,0
Clearance-aware A*,21,2,2,"(5, 7)","(44, 5)",15,False,True,39.828,0
Clearance-aware A*,21,3,1,"(5, 7)","(44, 5)",15,False,True,39.828,0
Clearance-aware A*,21,3,2,"(5, 7)","(44, 5)",15,False,True,39.828,0
Clearance-aware A*,21,4,1,"(5, 5)","(44, 6)",17,False,True,40.243,0
Clearance-aware A*,21,4,2,"(5, 5)","(44, 6)",17,False,True,40.243,0
Clearance-aware A*,21,5,1,"(5, 7)","(44, 9)",16,False,True,39.828,0
Clearance-aware A*,21,5,2,"(5, 7)","(44, 9)",16,False,True,39.828,0
Clearance-aware A*,22,1,1,"(5, 7)","(44, 9)",15,False,True,39.828,0
Clearance-aware A*,22,1,2,"(5, 7)","(44, 9)",15,False,True,39.828,0
Clearance-aware A*,22,2,1,"(5, 9)","(44, 8)",17,False,True,40.243,0
Clearance-aware A*,22,2,2,"(5, 9)","(44, 8)",17,False,True,40.243,0
Clearance-aware A*,22,3,1,"(5, 8)","(44, 8)",16,False,True,39.828,0
Clearance-aware A*,22,3,2,"(5, 8)","(44, 8)",16,False,True,39.828,0
Clearance-aware A*,22,4,1,"(5, 9)","(44, 6)",15,False,True,40.243,0
Clearance-aware A*,22,4,2,"(5, 9)","(44, 6)",15,False,True,40.243,0
Clearance-aware A*,22,5,1,"(5, 8)","(44, 9)",16,False,True,40.243,0
Clearance-aware A*,22,5,2,"(5, 8)","(44, 9)",16,False,True,40.243,0
Clearance-aware A*,23,1,1,"(5, 5)","(44, 6)",15,False,True,40.243,0
Clearance-aware A*,23,1,2,"(5, 5)","(44, 6)",15,False,True,40.243,0
Clearance-aware A*,23,2,1,"(5, 7)","(44, 7)",16,False,True,39.0,0
Clearance-aware A*,23,2,2,"(5, 7)","(44, 7)",16,False,True,39.0,0
Clearance-aware A*,23,3,1,"(5, 7)","(44, 5)",16,False,True,39.828,0
Clearance-aware A*,23,3,2,"(5, 7)","(44, 5)",16,False,True,39.828,0
Clearance-aware A*,23,4,1,"(5, 9)","(44, 5)",15,False,True,40.657,0
Clearance-aware A*,23,4,2,"(5, 9)","(44, 5)",15,False,True,40.657,0
Clearance-aware A*,23,5,1,"(5, 7)","(44, 6)",15,False,True,39.414,0
Clearance-aware A*,23,5,2,"(5, 7)","(44, 6)",15,False,True,39.414,0
Clearance-aware A*,24,1,1,"(5, 9)","(44, 7)",16,False,True,39.828,0
Clearance-aware A*,24,1,2,"(5, 9)","(44, 7)",16,False,True,39.828,0
Clearance-aware A*,24,2,1,"(5, 8)","(44, 9)",15,False,True,40.243,0
Clearance-aware A*,24,2,2,"(5, 8)","(44, 9)",15,False,True,40.243,0
Clearance-aware A*,24,3,1,"(5, 7)","(44, 5)",16,False,True,39.828,0
Clearance-aware A*,24,3,2,"(5, 7)","(44, 5)",16,False,True,39.828,0
Clearance-aware A*,24,4,1,"(5, 6)","(44, 5)",16,False,True,40.243,0
Clearance-aware A*,24,4,2,"(5, 6)","(44, 5)",16,False,True,40.243,0
Clearance-aware A*,24,5,1,"(5, 6)","(44, 9)",17,False,True,40.243,0
Clearance-aware A*,24,5,2,"(5, 6)","(44, 9)",17,False,True,40.243,0
Clearance-aware A*,25,1,1,"(5, 5)","(44, 7)",16,False,True,39.828,0
Clearance-aware A*,25,1,2,"(5, 5)","(44, 7)",16,False,True,39.828,0
Clearance-aware A*,25,2,1,"(5, 7)","(44, 7)",16,False,True,39.0,0
Clearance-aware A*,25,2,2,"(5, 7)","(44, 7)",16,False,True,39.0,0
Clearance-aware A*,25,3,1,"(5, 5)","(44, 5)",17,False,True,40.657,0
Clearance-aware A*,25,3,2,"(5, 5)","(44, 5)",17,False,True,40.657,0
Clearance-aware A*,25,4,1,"(5, 8)","(44, 8)",16,False,True,39.828,0
Clearance-aware A*,25,4,2,"(5, 8)","(44, 8)",16,False,True,39.828,0
Clearance-aware A*,25,5,1,"(5, 7)","(44, 5)",16,False,True,39.828,0
Clearance-aware A*,25,5,2,"(5, 7)","(44, 5)",16,False,True,39.828,0
Clearance-aware A*,26,1,1,"(5, 5)","(44, 8)",16,False,True,40.243,0
Clearance-aware A*,26,1,2,"(5, 5)","(44, 8)",16,False,True,40.243,0
Clearance-aware A*,26,2,1,"(5, 5)","(44, 7)",16,False,True,39.828,0
Clearance-aware A*,26,2,2,"(5, 5)","(44, 7)",16,False,True,39.828,0
Clearance-aware A*,26,3,1,"(5, 6)","(44, 6)",17,False,True,39.828,0
Clearance-aware A*,26,3,2,"(5, 6)","(44, 6)",17,False,True,39.828,0
Clearance-aware A*,26,4,1,"(5, 9)","(44, 8)",17,False,True,40.243,0
Clearance-aware A*,26,4,2,"(5, 9)","(44, 8)",17,False,True,40.243,0
Clearance-aware A*,26,5,1,"(5, 5)","(44, 5)",15,False,True,40.657,0
Clearance-aware A*,26,5,2,"(5, 5)","(44, 5)",15,False,True,40.657,0
Clearance-aware A*,27,1,1,"(5, 6)","(44, 6)",15,False,True,39.828,0
Clearance-aware A*,27,1,2,"(5, 6)","(44, 6)",15,False,True,39.828,0
Clearance-aware A*,27,2,1,"(5, 8)","(44, 5)",15,False,True,40.243,0
Clearance-aware A*,27,2,2,"(5, 8)","(44, 5)",15,False,True,40.243,0
Clearance-aware A*,27,3,1,"(5, 8)","(44, 9)",17,False,True,40.243,0
Clearance-aware A*,27,3,2,"(5, 8)","(44, 9)",17,False,True,40.243,0
Clearance-aware A*,27,4,1,"(5, 7)","(44, 8)",16,False,True,39.414,0
Clearance-aware A*,27,4,2,"(5, 7)","(44, 8)",16,False,True,39.414,0
Clearance-aware A*,27,5,1,"(5, 9)","(44, 6)",16,False,True,40.243,0
Clearance-aware A*,27,5,2,"(5, 9)","(44, 6)",16,False,True,40.243,0
Clearance-aware A*,28,1,1,"(5, 5)","(44, 7)",15,False,True,39.828,0
Clearance-aware A*,28,1,2,"(5, 5)","(44, 7)",15,False,True,39.828,0
Clearance-aware A*,28,2,1,"(5, 7)","(44, 9)",15,False,True,39.828,0
Clearance-aware A*,28,2,2,"(5, 7)","(44, 9)",15,False,True,39.828,0
Clearance-aware A*,28,3,1,"(5, 8)","(44, 6)",16,False,True,39.828,0
Clearance-aware A*,28,3,2,"(5, 8)","(44, 6)",16,False,True,39.828,0
Clearance-aware A*,28,4,1,"(5, 5)","(44, 5)",17,False,True,40.657,0
Clearance-aware A*,28,4,2,"(5, 5)","(44, 5)",17,False,True,40.657,0
Clearance-aware A*,28,5,1,"(5, 5)","(44, 9)",16,False,True,40.657,0
Clearance-aware A*,28,5,2,"(5, 5)","(44, 9)",16,False,True,40.657,0
Clearance-aware A*,29,1,1,"(5, 6)","(44, 5)",16,False,True,40.243,0
Clearance-aware A*,29,1,2,"(5, 6)","(44, 5)",16,False,True,40.243,0
Clearance-aware A*,29,2,1,"(5, 8)","(44, 7)",15,False,True,39.414,0
Clearance-aware A*,29,2,2,"(5, 8)","(44, 7)",15,False,True,39.414,0
Clearance-aware A*,29,3,1,"(5, 5)","(44, 6)",17,False,True,40.243,0
Clearance-aware A*,29,3,2,"(5, 5)","(44, 6)",17,False,True,40.243,0
Clearance-aware A*,29,4,1,"(5, 6)","(44, 5)",15,False,True,40.243,0
Clearance-aware A*,29,4,2,"(5, 6)","(44, 5)",15,False,True,40.243,0
Clearance-aware A*,29,5,1,"(5, 8)","(44, 8)",16,False,True,39.828,0
Clearance-aware A*,29,5,2,"(5, 8)","(44, 8)",16,False,True,39.828,0
Memory-aware,0,1,1,"(5, 8)","(44, 8)",15,False,True,39.828,0
Memory-aware,0,1,2,"(5, 8)","(44, 8)",15,True,False,45.627,45
Memory-aware,0,2,1,"(5, 7)","(44, 9)",16,True,False,46.456,45
Memory-aware,0,3,1,"(5, 8)","(44, 7)",16,True,False,46.87,45
Memory-aware,0,4,1,"(5, 7)","(44, 9)",15,True,False,45.627,45
Memory-aware,0,5,1,"(5, 9)","(44, 6)",16,True,False,46.87,45
Memory-aware,1,1,1,"(5, 6)","(44, 5)",17,False,True,40.243,0
Memory-aware,1,1,2,"(5, 6)","(44, 5)",17,True,False,49.355,45
Memory-aware,1,2,1,"(5, 7)","(44, 9)",17,True,False,47.284,45
Memory-aware,1,3,1,"(5, 9)","(44, 6)",16,True,False,46.87,45
Memory-aware,1,4,1,"(5, 5)","(44, 5)",17,True,False,49.77,45
Memory-aware,1,5,1,"(5, 7)","(44, 8)",17,True,False,47.698,45
Memory-aware,2,1,1,"(5, 5)","(44, 7)",16,False,True,39.828,0
Memory-aware,2,1,2,"(5, 5)","(44, 7)",16,True,False,48.113,45
Memory-aware,2,2,1,"(5, 7)","(44, 9)",17,True,False,47.284,45
Memory-aware,2,3,1,"(5, 6)","(44, 9)",16,True,False,46.87,45
Memory-aware,2,4,1,"(5, 8)","(44, 9)",16,True,False,46.042,45
Memory-aware,2,5,1,"(5, 5)","(44, 9)",15,True,False,46.456,45
Memory-aware,3,1,1,"(5, 5)","(44, 8)",17,False,True,40.243,0
Memory-aware,3,1,2,"(5, 5)","(44, 8)",17,True,False,48.527,45
Memory-aware,3,2,1,"(5, 5)","(44, 9)",16,True,False,47.284,45
Memory-aware,3,3,1,"(5, 7)","(44, 6)",17,True,False,48.527,45
Memory-aware,3,4,1,"(5, 7)","(44, 5)",15,True,False,47.284,45
Memory-aware,3,5,1,"(5, 9)","(44, 6)",15,True,False,46.042,45
Memory-aware,4,1,1,"(5, 6)","(44, 9)",16,False,True,40.243,0
Memory-aware,4,1,2,"(5, 6)","(44, 9)",16,True,False,46.87,45
Memory-aware,4,2,1,"(5, 5)","(44, 5)",16,True,False,48.941,45
Memory-aware,4,3,1,"(5, 9)","(44, 8)",15,True,False,45.213,45
Memory-aware,4,4,1,"(5, 7)","(44, 9)",16,True,False,46.456,45
Memory-aware,4,5,1,"(5, 5)","(44, 9)",16,True,False,47.284,45
Memory-aware,5,1,1,"(5, 9)","(44, 6)",17,False,True,40.243,0
Memory-aware,5,1,2,"(5, 9)","(44, 6)",17,True,False,47.698,45
Memory-aware,5,2,1,"(5, 9)","(44, 9)",16,True,False,45.627,45
Memory-aware,5,3,1,"(5, 8)","(44, 5)",17,True,False,48.527,45
Memory-aware,5,4,1,"(5, 8)","(44, 7)",17,True,False,47.698,45
Memory-aware,5,5,1,"(5, 6)","(44, 7)",15,True,False,46.87,45
Memory-aware,6,1,1,"(5, 6)","(44, 6)",15,False,True,39.828,0
Memory-aware,6,1,2,"(5, 6)","(44, 6)",15,True,False,47.284,45
Memory-aware,6,2,1,"(5, 9)","(44, 7)",16,True,False,46.456,45
Memory-aware,6,3,1,"(5, 5)","(44, 5)",17,True,False,49.77,45
Memory-aware,6,4,1,"(5, 6)","(44, 6)",15,True,False,47.284,45
Memory-aware,6,5,1,"(5, 5)","(44, 9)",17,True,False,48.113,45
Memory-aware,7,1,1,"(5, 8)","(44, 9)",16,False,True,40.243,0
Memory-aware,7,1,2,"(5, 8)","(44, 9)",16,True,False,46.042,45
Memory-aware,7,2,1,"(5, 9)","(44, 6)",15,True,False,46.042,45
Memory-aware,7,3,1,"(5, 9)","(44, 8)",17,True,False,46.87,45
Memory-aware,7,4,1,"(5, 7)","(44, 8)",16,True,False,46.87,45
Memory-aware,7,5,1,"(5, 7)","(44, 5)",16,True,False,48.113,45
Memory-aware,8,1,1,"(5, 9)","(44, 5)",16,False,True,40.657,0
Memory-aware,8,1,2,"(5, 9)","(44, 5)",16,True,False,47.284,45
Memory-aware,8,2,1,"(5, 9)","(44, 7)",15,True,False,45.627,45
Memory-aware,8,3,1,"(5, 6)","(44, 5)",17,True,False,49.355,45
Memory-aware,8,4,1,"(5, 7)","(44, 5)",17,True,False,48.941,45
Memory-aware,8,5,1,"(5, 6)","(44, 7)",15,True,False,46.87,45
Memory-aware,9,1,1,"(5, 7)","(44, 8)",15,False,True,39.414,0
Memory-aware,9,1,2,"(5, 7)","(44, 8)",15,True,False,46.042,45
Memory-aware,9,2,1,"(5, 5)","(44, 6)",17,True,False,49.355,45
Memory-aware,9,3,1,"(5, 6)","(44, 5)",17,True,False,49.355,45
Memory-aware,9,4,1,"(5, 9)","(44, 9)",17,True,False,46.456,45
Memory-aware,9,5,1,"(5, 5)","(44, 5)",15,True,False,48.113,45
Memory-aware,10,1,1,"(5, 6)","(44, 9)",17,False,True,40.243,0
Memory-aware,10,1,2,"(5, 6)","(44, 9)",17,True,False,47.698,45
Memory-aware,10,2,1,"(5, 5)","(44, 8)",15,True,False,46.87,45
Memory-aware,10,3,1,"(5, 7)","(44, 5)",15,True,False,47.284,45
Memory-aware,10,4,1,"(5, 9)","(44, 5)",15,True,False,46.456,45
Memory-aware,10,5,1,"(5, 6)","(44, 5)",16,True,False,48.527,45
Memory-aware,11,1,1,"(5, 6)","(44, 5)",17,False,True,40.243,0
Memory-aware,11,1,2,"(5, 6)","(44, 5)",17,True,False,49.355,45
Memory-aware,11,2,1,"(5, 5)","(44, 9)",16,True,False,47.284,45
Memory-aware,11,3,1,"(5, 9)","(44, 5)",16,True,False,47.284,45
Memory-aware,11,4,1,"(5, 5)","(44, 6)",15,True,False,47.698,45
Memory-aware,11,5,1,"(5, 7)","(44, 7)",16,True,False,47.284,45
Memory-aware,12,1,1,"(5, 6)","(44, 5)",17,False,True,40.243,0
Memory-aware,12,1,2,"(5, 6)","(44, 5)",17,True,False,49.355,45
Memory-aware,12,2,1,"(5, 8)","(44, 5)",17,True,False,48.527,45
Memory-aware,12,3,1,"(5, 5)","(44, 8)",15,True,False,46.87,45
Memory-aware,12,4,1,"(5, 7)","(44, 7)",17,True,False,48.113,45
Memory-aware,12,5,1,"(5, 8)","(44, 9)",15,True,False,45.213,45
Memory-aware,13,1,1,"(5, 6)","(44, 5)",17,False,True,40.243,0
