TrajectoryType,ProcessNoise,BaseRiskRadius,UncertaintyScale,Seed,Mission,Success,Replans,WaitSteps,DecisionWaits,DecisionReroutes,PathLength,PredictionMAE,MeanRiskRadius,TotalCost
stop-and-go,0.08,1.3,0.02,1,1,True,3,8,0,0,135.385,1.419,1.3294,174.385
stop-and-go,0.08,1.3,0.02,1,2,True,6,9,0,0,56.314,1.3661,1.3297,113.314
stop-and-go,0.08,1.3,0.02,2,0,False,8,12,0,0,74.284,1.2458,1.3296,390.284
stop-and-go,0.08,1.3,0.02,2,1,True,4,5,0,0,131.385,1.4129,1.3294,166.385
stop-and-go,0.08,1.3,0.02,2,2,True,3,6,0,0,138.314,1.3287,1.3294,171.314
stop-and-go,0.08,1.3,0.02,3,0,True,2,6,0,0,83.971,1.4849,1.3295,111.971
stop-and-go,0.08,1.3,0.02,3,1,True,5,10,0,0,138.799,1.4684,1.3294,193.799
stop-and-go,0.08,1.3,0.02,3,2,True,4,10,0,0,118.314,1.437,1.3294,168.314
stop-and-go,0.08,1.3,0.02,4,0,True,4,6,0,0,57.485,1.4865,1.3297,95.485
stop-and-go,0.08,1.3,0.02,4,1,True,0,1,0,0,74.841,1.4483,1.3296,77.841
stop-and-go,0.08,1.3,0.02,4,2,True,2,6,0,0,55.485,1.5865,1.3297,83.485
stop-and-go,0.08,1.3,0.05,0,0,False,2,6,0,0,42.657,1.5399,1.3745,310.657
stop-and-go,0.08,1.3,0.05,0,1,True,1,3,0,0,92.598,1.2685,1.3738,106.598
stop-and-go,0.08,1.3,0.05,0,2,True,3,8,0,0,76.657,1.2093,1.3739,115.657
stop-and-go,0.08,1.3,0.05,1,0,False,1,3,0,0,23.0,1.4407,1.3757,277.0
stop-and-go,0.08,1.3,0.05,1,1,False,3,9,0,0,61.556,1.3229,1.3741,343.556
stop-and-go,0.08,1.3,0.05,1,2,True,4,8,0,0,56.314,1.3607,1.3742,100.314
stop-and-go,0.08,1.3,0.05,2,0,False,5,9,0,0,76.627,1.2677,1.3739,368.627
stop-and-go,0.08,1.3,0.05,2,1,True,4,6,0,0,129.669,1.4242,1.3736,167.669
stop-and-go,0.08,1.3,0.05,2,2,False,6,12,0,0,80.657,1.2659,1.3738,386.657
stop-and-go,0.08,1.3,0.05,3,0,True,2,6,0,0,91.485,1.4919,1.3737,119.485
stop-and-go,0.08,1.3,0.05,3,1,True,5,9,0,0,127.971,1.4963,1.3735,179.971
stop-and-go,0.08,1.3,0.05,3,2,False,4,12,0,0,53.657,1.4326,1.3741,349.657
stop-and-go,0.08,1.3,0.05,4,0,True,4,6,0,0,57.485,1.4865,1.3742,95.485
stop-and-go,0.08,1.3,0.05,4,1,True,0,2,0,0,74.841,1.4489,1.3741,80.841
stop-and-go,0.08,1.3,0.05,4,2,False,2,6,0,0,19.243,1.8388,1.376,287.243
stop-and-go,0.08,1.5,0.01,0,0,False,2,6,0,0,42.657,1.5399,1.5149,310.657
stop-and-go,0.08,1.5,0.01,0,1,True,1,3,0,0,90.598,1.2606,1.5148,104.598
stop-and-go,0.08,1.5,0.01,0,2,True,3,8,0,0,76.657,1.2093,1.5148,115.657
stop-and-go,0.08,1.5,0.01,1,0,False,1,3,0,0,23.0,1.4407,1.5151,277.0
stop-and-go,0.08,1.5,0.01,1,1,True,0,1,0,0,73.184,1.3185,1.5148,76.184
stop-and-go,0.08,1.5,0.01,1,2,True,4,8,0,0,56.314,1.3607,1.5148,100.314
stop-and-go,0.08,1.5,0.01,2,0,True,4,6,0,0,110.598,1.3538,1.5147,148.598
stop-and-go,0.08,1.5,0.01,2,1,True,3,5,0,0,127.142,1.4147,1.5147,157.142
stop-and-go,0.08,1.5,0.01,2,2,True,6,9,0,0,152.314,1.3551,1.5147,209.314
stop-and-go,0.08,1.5,0.01,3,0,True,2,6,0,0,83.971,1.4849,1.5148,111.971
stop-and-go,0.08,1.5,0.01,3,1,True,5,10,0,0,139.627,1.4684,1.5147,194.627
stop-and-go,0.08,1.5,0.01,3,2,True,4,10,0,0,118.314,1.437,1.5147,168.314
stop-and-go,0.08,1.5,0.01,4,0,True,5,11,0,0,115.87,1.4169,1.5147,173.87
stop-and-go,0.08,1.5,0.01,4,1,False,3,6,0,0,32.0,1.5508,1.515,305.0
stop-and-go,0.08,1.5,0.01,4,2,True,1,5,0,0,98.941,1.4772,1.5147,118.941
stop-and-go,0.08,1.5,0.02,0,0,False,2,6,0,0,42.657,1.5399,1.5298,310.657
stop-and-go,0.08,1.5,0.02,0,1,True,1,3,0,0,91.77,1.2685,1.5295,105.77
stop-and-go,0.08,1.5,0.02,0,2,True,3,8,0,0,76.657,1.2093,1.5295,115.657
stop-and-go,0.08,1.5,0.02,1,0,False,1,3,0,0,23.0,1.4407,1.5303,277.0
stop-and-go,0.08,1.5,0.02,1,1,True,0,1,0,0,73.184,1.3185,1.5296,76.184
stop-and-go,0.08,1.5,0.02,1,2,True,4,8,0,0,56.314,1.3607,1.5297,100.314
stop-and-go,0.08,1.5,0.02,2,0,True,5,9,0,0,118.456,1.3406,1.5294,170.456
stop-and-go,0.08,1.5,0.02,2,1,True,3,5,0,0,127.728,1.4139,1.5294,157.728
stop-and-go,0.08,1.5,0.02,2,2,True,7,10,0,0,56.071,1.1744,1.5297,121.071
stop-and-go,0.08,1.5,0.02,3,0,True,2,6,0,0,84.556,1.4904,1.5295,112.556
stop-and-go,0.08,1.5,0.02,3,1,True,5,9,0,0,127.971,1.4963,1.5294,179.971
stop-and-go,0.08,1.5,0.02,3,2,True,4,10,0,0,118.314,1.437,1.5294,168.314
stop-and-go,0.08,1.5,0.02,4,0,False,3,9,0,0,61.728,1.4576,1.5296,343.728
stop-and-go,0.08,1.5,0.02,4,1,False,4,6,0,0,32.0,1.5561,1.53,310.0
stop-and-go,0.08,1.5,0.02,4,2,True,1,5,0,0,96.598,1.5043,1.5295,116.598
stop-and-go,0.08,1.5,0.05,0,0,False,2,6,0,0,42.657,1.5399,1.5745,310.657
stop-and-go,0.08,1.5,0.05,0,1,True,1,3,0,0,92.598,1.2685,1.5738,106.598
stop-and-go,0.08,1.5,0.05,0,2,True,3,8,0,0,76.657,1.2093,1.5739,115.657
stop-and-go,0.08,1.5,0.05,1,0,False,1,3,0,0,23.0,1.4407,1.5757,277.0
stop-and-go,0.08,1.5,0.05,1,1,True,4,12,0,0,137.77,1.419,1.5735,193.77
stop-and-go,0.08,1.5,0.05,1,2,True,4,8,0,0,56.314,1.3607,1.5742,100.314
stop-and-go,0.08,1.5,0.05,2,0,False,5,9,0,0,77.456,1.2677,1.5739,369.456
stop-and-go,0.08,1.5,0.05,2,1,True,4,6,0,0,130.497,1.4242,1.5736,168.497
stop-and-go,0.08,1.5,0.05,2,2,False,6,12,0,0,80.657,1.2659,1.5738,386.657
stop-and-go,0.08,1.5,0.05,3,0,True,2,6,0,0,92.071,1.4957,1.5737,120.071
stop-and-go,0.08,1.5,0.05,3,1,False,3,9,0,0,69.113,1.5092,1.574,351.113
stop-and-go,0.08,1.5,0.05,3,2,True,2,7,0,0,130.012,1.4309,1.5736,161.012
stop-and-go,0.08,1.5,0.05,4,0,False,5,9,0,0,21.414,1.4722,1.5757,313.414
stop-and-go,0.08,1.5,0.05,4,1,False,4,9,0,0,30.828,1.5508,1.5749,317.828
stop-and-go,0.08,1.5,0.05,4,2,True,1,5,0,0,103.326,1.481,1.5737,123.326
stop-and-go,0.08,1.7,0.01,0,0,False,2,6,0,0,42.657,1.5399,1.7149,310.657
stop-and-go,0.08,1.7,0.01,0,1,True,1,3,0,0,90.598,1.2606,1.7148,104.598
stop-and-go,0.08,1.7,0.01,0,2,True,3,8,0,0,76.657,1.2093,1.7148,115.657
stop-and-go,0.08,1.7,0.01,1,0,False,1,3,0,0,23.0,1.4407,1.7151,277.0
stop-and-go,0.08,1.7,0.01,1,1,True,0,1,0,0,73.184,1.3185,1.7148,76.184
stop-and-go,0.08,1.7,0.01,1,2,True,5,9,0,0,56.314,1.3607,1.7148,108.314
stop-and-go,0.08,1.7,0.01,2,0,True,5,10,0,0,135.527,1.3391,1.7147,190.527
stop-and-go,0.08,1.7,0.01,2,1,True,3,5,0,0,127.728,1.4139,1.7147,157.728
stop-and-go,0.08,1.7,0.01,2,2,False,6,12,0,0,80.657,1.2659,1.7148,386.657
stop-and-go,0.08,1.7,0.01,3,0,True,2,6,0,0,86.899,1.4955,1.7148,114.899
stop-and-go,0.08,1.7,0.01,3,1,True,5,10,0,0,138.799,1.4684,1.7147,193.799
stop-and-go,0.08,1.7,0.01,3,2,True,4,10,0,0,118.899,1.434,1.7147,168.899
stop-and-go,0.08,1.7,0.01,4,0,True,3,9,0,0,128.456,1.4305,1.7147,170.456
stop-and-go,0.08,1.7,0.01,4,1,False,4,6,0,0,32.0,1.5561,1.715,310.0
stop-and-go,0.08,1.7,0.01,4,2,True,1,5,0,0,97.77,1.485,1.7148,117.77
stop-and-go,0.08,1.7,0.02,0,0,False,2,6,0,0,42.657,1.5399,1.7298,310.657
stop-and-go,0.08,1.7,0.02,0,1,True,1,3,0,0,92.598,1.2685,1.7295,106.598
stop-and-go,0.08,1.7,0.02,0,2,True,3,8,0,0,76.657,1.2093,1.7295,115.657
stop-and-go,0.08,1.7,0.02,1,0,False,1,3,0,0,23.0,1.4407,1.7303,277.0
stop-and-go,0.08,1.7,0.02,1,1,True,0,1,0,0,73.184,1.3185,1.7296,76.184
stop-and-go,0.08,1.7,0.02,1,2,True,5,9,0,0,56.314,1.3607,1.7297,108.314
stop-and-go,0.08,1.7,0.02,2,0,True,5,10,0,0,127.042,1.3692,1.7294,182.042
stop-and-go,0.08,1.7,0.02,2,1,True,3,5,0,0,128.556,1.4139,1.7294,158.556
stop-and-go,0.08,1.7,0.02,2,2,False,6,12,0,0,80.657,1.2659,1.7295,386.657
stop-and-go,0.08,1.7,0.02,3,0,True,2,6,0,0,86.899,1.4955,1.7295,114.899
stop-and-go,0.08,1.7,0.02,3,1,True,7,15,0,0,130.983,1.4971,1.7294,210.983
stop-and-go,0.08,1.7,0.02,3,2,False,4,12,0,0,53.657,1.4326,1.7296,349.657
stop-and-go,0.08,1.7,0.02,4,0,False,1,3,0,0,15.0,1.5537,1.7308,269.0
stop-and-go,0.08,1.7,0.02,4,1,False,2,4,0,0,68.627,1.4297,1.7296,330.627
stop-and-go,0.08,1.7,0.02,4,2,False,2,6,0,0,19.243,1.8388,1.7304,287.243
stop-and-go,0.08,1.7,0.05,0,0,True,2,7,0,0,90.657,1.4271,1.7737,121.657
stop-and-go,0.08,1.7,0.05,0,1,True,4,9,0,0,148.213,1.3562,1.7735,195.213
stop-and-go,0.08,1.7,0.05,0,2,True,3,8,0,0,76.657,1.2093,1.7739,115.657
stop-and-go,0.08,1.7,0.05,1,0,False,1,3,0,0,23.0,1.4407,1.7757,277.0
stop-and-go,0.08,1.7,0.05,1,1,True,4,12,0,0,137.77,1.419,1.7735,193.77
stop-and-go,0.08,1.7,0.05,1,2,True,5,9,0,0,56.314,1.3607,1.7742,108.314
stop-and-go,0.08,1.7,0.05,2,0,True,7,12,0,0,158.355,1.3559,1.7735,229.355
stop-and-go,0.08,1.7,0.05,2,1,True,3,5,0,0,128.556,1.4139,1.7735,158.556
stop-and-go,0.08,1.7,0.05,2,2,False,6,12,0,0,80.657,1.2659,1.7738,386.657
stop-and-go,0.08,1.7,0.05,3,0,False,2,6,0,0,49.243,1.4504,1.7743,317.243
stop-and-go,0.08,1.7,0.05,3,1,True,1,4,0,0,92.456,1.4867,1.7738,109.456
stop-and-go,0.08,1.7,0.05,3,2,False,4,12,0,0,53.657,1.4326,1.7741,349.657
stop-and-go,0.08,1.7,0.05,4,0,False,5,9,0,0,21.414,1.4722,1.7757,313.414
stop-and-go,0.08,1.7,0.05,4,1,False,4,9,0,0,30.828,1.5508,1.7749,317.828
stop-and-go,0.08,1.7,0.05,4,2,True,1,5,0,0,101.083,1.485,1.7738,121.083
